id,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
989,Batik -,SVG DOM,steve_l,RESO,INVA,P1,nor,1.0 B,SAXSVGDocumentFactory should handle non creation of Sax parser,3/15/2001,,,
990,Tomcat 3,Webapps,incze,RESO,DUPL,P1,blo,Unkno,Session disaster,3/15/2001,,723,723
991,Tomcat 3,Auth,jlk,RESO,FIXE,P1,nor,3.3 M,Basic Authentication doesn't work with mod_jserv,3/15/2001,,,
995,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.3.0,Errors not reported by the parser for an invalid pattern match in an instance document,3/16/2001,,,
996,Tomcat 3,Config,Simon.Woo,RESO,INVA,P5,nor,3.2.1,Missing lcp.bat for running ANT,3/16/2001,,,
1000,Ant,Wrapper,Oskarian,RESO,FIXE,P1,nor,1.3,DOS text format causes failure in antRun.sh,3/16/2001,[8642],1000,1000
1001,Tomcat 3,Servlet,mmanders,RESO,LATE,P1,nor,3.2.1,available() method on ServletInputStream always returns 0.,3/16/2001,,,
1002,Tomcat 4,Catalina,david,RESO,FIXE,P3,nor,Night,TC 20010314 sealing violation bug JSP,3/16/2001,,,
1003,Tomcat 3,Servlet,orion,RESO,FIXE,P5,maj,3.2.1,Tomcat 3.2.1 leaks memory,3/16/2001,,,
1005,Ant,Optional,jp.poulet,RESO,FIXE,P3,enh,1.3,cannot specify the sourcesafe database with VSSGET,3/17/2001,,,
1006,Tomcat 3,Unknown,tal,RESO,FIXE,P1,cri,3.2.1,Tomcat standlone accumulate blocked thread and stop responding,3/17/2001,,,
1008,Tomcat 3,Unknown,alexz,RESO,DUPL,P1,cri,3.2.1,Possible to get jsp source,3/17/2001,,367,367
1010,Xerces-J,DOM,tom.dillon,RESO,FIXE,P1,nor,1.3.0,getElementByID() fails when using custom document factory subclassing DocumentImpl,3/17/2001,,,
1011,Ant,Core tas,cspeter,RESO,FIXE,P1,nor,1.3,<javac debug='false'> does not disable debug info generation,3/18/2001,,,
1012,Tomcat 3,Webapps,bracase,RESO,FIXE,P5,min,3.2.1,Incorrect XML in example XML file [documentation error],3/18/2001,,,
1013,Xerces-J,SAX,treguy,NEW,---,P3,min,1.3.0,"not really a bug, but unexpected, undocumented beaviour !",3/18/2001,,,
1014,Ant,Core tas,watjb,RESO,INVA,P3,maj,1.3,Exec hangs running command on Windown OS if directory path to long,3/18/2001,[934],1014,934
1022,Ant,Core tas,wieland.oliver,RESO,INVA,P5,enh,1.3,javac task should accept user options,3/19/2001,,,
1023,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.3.0,min/max Inclusive/Exclusive out of bound errors not reported by the parser for the datatype long,3/19/2001,,,
1024,Xerces-J,Schema-D,nddelima,CLOS,INVA,P3,nor,1.3.0,The parser does not raise an error if the encoding facet of the binary datatype has an invalid value,3/19/2001,,,
1026,Fop - No,general,pand6029,CLOS,FIXE,P1,nor,0.17,Hyphenation nof functioning when embeding CID TT fonts,3/19/2001,,,
1027,Fop - No,general,pand6029,CLOS,FIXE,P1,nor,0.17,Bugs in TTFReader,3/19/2001,,,
1028,Xerces-J,DOM,saurik,RESO,FIXE,P3,maj,CVS E,DeferredAttrNSImpl namespaceURI fix can force null exception,3/19/2001,,,
1030,Regexp,Other,duffymo,CLOS,DUPL,P3,nor,unspe,"{n,m} notation failure in org.apache.regexp.RE.match",3/19/2001,"[2487, 14689]",19329,306
1032,Taglibs,DBTags T,garrel,RESO,LATE,P1,nor,unspe,JDBC Taglib: escapeSql tag appears to add tick instead of escape character,3/19/2001,,,
1033,Tomcat 4,Catalina,nigel,RESO,INVA,P1,blo,4.0 B,ClassCastException when loading a servlet,3/19/2001,,,
1034,Ant,Optional,cgay,RESO,INVA,P3,nor,1.3,Telnet is not properly executing a command,3/19/2001,,,
1035,Ant,Core tas,mvsoder,CLOS,LATE,P1,nor,1.1,javac throws exception when using JDK1.3,3/19/2001,,,
1037,Xerces-J,SAX,jodeleit,RESO,INVA,P1,nor,1.2.3,overriding #FIXED attributes does not result in parsing error,3/20/2001,,,
1038,Tomcat 3,Servlet,philippe.serenne,RESO,DUPL,P1,maj,3.2.1,URL rewriting not working when cookies not enabled on client browser,3/20/2001,,160,160
1039,Tomcat 3,Servlet,philippe.serenne,RESO,LATE,P1,enh,3.2.1,Domain for cookies not set,3/20/2001,,,
1040,Tomcat 3,Unknown,werner.droege,RESO,LATE,P1,nor,3.2.1,Error in Servlet DoPost()-Methode with Data Input more than 2k,3/20/2001,,,
1041,Xerces-J,Core,Mark.Donszelmann,CLOS,INVA,P1,nor,1.3.0,Reading large (>4k) files with StreamingCharReader throws ArrayIndexOutOfBoundsException,3/20/2001,,,
1042,Xerces-J,Core,kcritz,NEW,---,P3,nor,1.2.3,DefaultReaderFactory.createReader does not honor EntityResolver SystemID,3/20/2001,,,
1045,Tomcat 3,Unknown,mike.los,RESO,FIXE,P1,nor,3.2.x,tld file not found when relative uri used in taglib directive,3/20/2001,,,
1046,Ant,Optional,rbaker,RESO,INVA,P1,nor,1.3,Javadoc won't work right.,3/20/2001,,,
1047,Xerces-J,Schema-S,fgonzalez,RESO,INVA,P3,nor,1.3.0,Schema validation crashes with <all> groups having more than 8 elements,3/20/2001,,,
1048,Tomcat 3,Webapps,swanve,RESO,LATE,P1,nor,3.3 F,Tomcat startup script cannot deal with spaces in paths,3/20/2001,,,
1049,Ant,Optional,czanelli,RESO,INVA,P1,nor,1.3,Junitreport not included in optional jarfile,3/20/2001,,,
1051,Xerces-J,DOM,czanelli,RESO,INVA,P1,nor,1.2.3,Validation not being done by parser,3/20/2001,,,
1052,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.3.0,The parser does not raise an error for an invalid enumeration values,3/20/2001,,,
1053,Ant,Core tas,pinchbac,RESO,FIXE,P3,maj,1.2,FixCLRF in 1.2 and 1.3 breaks on very large files,3/20/2001,,,
1054,Tomcat 3,Unknown,jim_curry,RESO,INVA,P1,nor,3.2.1,zip archives not found in web-inf\lib,3/20/2001,,,
1055,Tomcat 3,Auth,tom,RESO,WORK,P3,maj,3.3 M,Form Authentication,3/20/2001,,,
1056,Tomcat 3,Jasper,tom,RESO,FIXE,P3,nor,3.3 M,Jikes Compiler code fails under unix -patch,3/20/2001,,,
1057,Tomcat 3,Jasper,tom,CLOS,LATE,P3,maj,3.3.x,Context Paths and numerals.,3/20/2001,,,
1058,Tomcat 3,Servlet,apurva1978,RESO,INVA,P3,maj,3.2.1,Servlet Not Working,3/20/2001,,,
1059,Tomcat 3,Jasper,katkere,RESO,FIXE,P1,maj,3.3.x,JSP pages fail to compile when referencing classes from apps classloader,3/20/2001,,,
1061,Xerces-J,Core,pkuzel,RESO,FIXE,P1,nor,CVS E,XMLAttributeImpl patch,3/21/2001,,,
1063,Fop - No,general,anteusz,CLOS,LATE,P1,nor,0.17,fop does not handle large fo files,3/21/2001,"[1640, 2085, 3458, 5529, 7285, 10034, 10475, 11985, 14928, 29608, 32772, 44434, 51210]",1063,1063
1064,Xerces-J,SAX,anteusz,NEW,---,P3,nor,1.3.0,sax parser stores the whole xml file in a variable,3/21/2001,,,
1065,Tomcat 3,Webapps,psomma,RESO,WONT,P3,nor,3.2.1,Tomcat fails to server the Welcome file index.wml,3/21/2001,[1080],1065,1065
1066,Ant,Optional,crocker,RESO,DUPL,P1,nor,1.3,ant / junit integration problem,3/21/2001,,1613,1066
1067,Log4j -,Layout,H.Walden,CLOS,FIXE,P1,nor,unspe,Exception when using a badly formed layout,3/21/2001,,,
1070,Xerces-J,SAX,Peter.Qi,RESO,FIXE,P1,nor,1.3.0,SAX parser not working on UTF-16 coding.,3/21/2001,,,
1071,Tomcat 3,Unknown,seapwc,RESO,WORK,P1,nor,Unkno,tutorial.html was not found on this server.,3/21/2001,,,
1075,Batik -,Bridge,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Add central mechanism to accept/reject xlink:hrefs in documents.,3/21/2001,,,
1076,Tomcat 4,Catalina,pyuill,RESO,FIXE,P3,nor,4.0 B,JDBCRealm password digest encoding different to TC3.3,3/21/2001,,,
1077,Tomcat 3,Jasper,Felix.Meschberger,RESO,FIXE,P1,nor,3.2.1,TagLibrary class constructor is package private,3/22/2001,,,
1078,Xerces-J,JAXP,laurent.bihanic,RESO,WONT,P1,nor,1.3.0,The default SAXParser is not namespace aware,3/22/2001,,,
1079,Tomcat 3,Unknown,robert,RESO,INVA,P1,blo,3.2.1,Possible Install problem.,3/22/2001,,,
1080,Tomcat 3,Unknown,psomma,RESO,DUPL,P3,nor,3.2.1,Tomcat fails to server the Welcome file index.wml,3/22/2001,,1065,1065
1081,Tomcat 4,Catalina,lvl,RESO,FIXE,P1,nor,Night,NullPointerException thrown while establishing new session,3/22/2001,,,
1082,Tomcat 3,Servlet,dullroar,RESO,WONT,P1,nor,3.1.1,Class loader appears not to work correctly with resource bundles,3/22/2001,,,
1084,Xerces-J,DOM,sapbasis,RESO,FIXE,P1,nor,1.3.0,Bug when appending child to DocumentImpl,3/22/2001,,,
1085,Ant,Core tas,robert.watkins,RESO,FIXE,P3,enh,1.3,java task seems to use a different class loader when forked,3/22/2001,,,
1086,Tomcat 4,Webapps:,kevinj,RESO,FIXE,P1,nor,4.0 B,Cannot use role-ref in isUserInRole,3/22/2001,,,
1088,Tomcat 3,Webapps,muehle,RESO,INVA,P1,enh,3.2.1,"getRealPath() returns null for ""Web-inf/...""",3/23/2001,,,
1089,Log4j -,Other,kr,RESO,FIXE,P1,nor,unspe,Subtle performance bug in LocationInfo class,3/23/2001,,,
1090,Tomcat 3,Unknown,jdhancock,RESO,INVA,P1,nor,3.2.1,JspwriterImpl No Method Found,3/23/2001,,,
1093,Tomcat 3,Jasper,sven,RESO,FIXE,P1,nor,3.2.1,Race condition at compilation of JSPs.,3/23/2001,,,
1095,Xerces-J,Core,paduffy,CLOS,INVA,P1,maj,1.3.0,Ver 1.3.1 won't operate with SOAP (1.2.3 works fine),3/23/2001,[1594],1095,1095
1096,Fop - No,svg,bin_z,CLOS,FIXE,P1,nor,all,using <svg:text > tag will get warning when run FOP,3/23/2001,,,
1097,Xerces-J,Schema-S,than,RESO,INVA,P3,maj,1.3.0,#included XML Schema not found if Schemas & XML instance are in separate directories,3/23/2001,,,
1098,Tomcat 3,Unknown,ealikadic,RESO,WONT,P5,min,3.2.1,"tomcat is looking for ""localhost""",3/23/2001,,,
1099,Tomcat 3,Config,ealikadic,RESO,INVA,P5,enh,3.2.1,AJP13 handler,3/23/2001,,,
1105,Fop - No,pdf,pand6029,CLOS,FIXE,P1,blo,0.17,Problems font subset embedding,3/25/2001,,,
1111,XalanJ1,Xalan,Jacob.Friman,NEW,---,P3,maj,1.x,Memory leak in Xaan1,3/26/2001,,,
1112,Tomcat 3,Servlet,Adnan.Music,CLOS,FIXE,P1,maj,3.2.1,Jdk12Interceptor sets wrong ContextClassLoader,3/26/2001,,,
1113,Ant,Optional,madunphy,RESO,INVA,P1,min,1.3,Using the args attribute in the wlrun task,3/26/2001,,,
1114,Tomcat 3,Unknown,tpatel,RESO,FIXE,P1,cri,3.1 F,Cookie name expires is a reserved token,3/26/2001,,,
1115,Ant,Optional,bala_chocos,RESO,INVA,P1,nor,1.3,Regarding Junit Output,3/26/2001,,,
1118,Ant,Optional,martin.moorhead,RESO,DUPL,P1,nor,1.3,JUnit task problem with classpath nested element,3/26/2001,,38799,1118
1120,Ant,Other,aravind,RESO,FIXE,P5,nor,1.3,.zip and .tar.gz files have problems,3/26/2001,,,
1123,Tomcat 3,Jasper,pogo_tomcat,RESO,FIXE,P1,blo,3.2.1,Jasper cannot clean start under high load,3/26/2001,,,
1124,Ant,Core tas,mstover1,RESO,FIXE,P1,nor,1.3,"RMIC task breaks if package name starts with "".class""",3/26/2001,[6957],1124,1124
1125,Ant,Optional,david,RESO,FIXE,P1,nor,1.3,"Problem with ""rebuild"" option in Weblogic Ejb-Jar task",3/26/2001,,,
1126,Ant,Build Pr,jim_stearns,RESO,WONT,P1,nor,1.3,bin\lcp.bat prepends Ant libraries to user's path,3/26/2001,,,
1127,Tomcat 3,Config,andy,RESO,FIXE,P5,min,3.2.1,Name matching for Host in server.xml is case sensitive,3/27/2001,,,
1128,Xerces-J,Serializ,siva,RESO,WORK,P3,maj,1.3.0,Nullpointer in BaseMarkupSerializer,3/27/2001,,,
1129,Tomcat 4,Webapps:,kevinj,RESO,WONT,P3,nor,4.0 B,listeners not being configured after failure,3/27/2001,,,
1130,Fop - No,general,ssander,CLOS,FIXE,P1,nor,0.17,Alignment of page-number-citation inside a ToC,3/27/2001,"[5805, 5984]",1130,1130
1131,Xerces-J,Core,pattern,RESO,FIXE,P1,maj,1.3.1,Namespace node not initialized with namespace URI,3/27/2001,,,
1134,Tomcat 3,Connecto,patr,RESO,INVA,P1,blo,3.1 F,Tomcat startup fails: can't find Ajp12ConnectionHandler,3/27/2001,,,
1136,Fop - No,general,alex,CLOS,FIXE,P1,cri,0.17,Problems with UTF-8 hyphenation patterns,3/27/2001,,,
1137,Tomcat 3,Unknown,mnelson,RESO,FIXE,P1,nor,3.3 M,"Problem in $TOMCAT_HOME/bin/tomcat.sh, at line 107.    .tomcatrc won't get picked up.",3/27/2001,,,
1138,Ant,Wrapper,craig.malone,RESO,FIXE,P1,min,1.3,antRun.bat in 1.3 contains a # style comment.,3/28/2001,,,
1140,Tomcat 4,Unknown,shh,RESO,FIXE,P1,cri,4.0 B,Security problem?  URL encoded characters are not parsed in the correct order,3/28/2001,,,
1141,Xerces-J,Core,pattern,RESO,FIXE,P1,maj,1.3.1,Namespace node not initialized with namespace URI,3/28/2001,,,
1143,Xerces-J,JAXP,roytman,RESO,FIXE,P1,nor,1.3.1,Setting SAXParser/DOMBuilder features via JAXP,3/28/2001,,,
1144,Ant,Optional,loney,RESO,FIXE,P1,nor,1.3,failure output not written to file,3/28/2001,,,
1145,Tomcat 4,Jasper,keytonw,RESO,INVA,P1,maj,4.0 B,JSP Tag Attribute Setters Not Called Appropriately for Non-Primitives,3/28/2001,,,
1146,Ant,Core,kirk,RESO,FIXE,P5,nor,1.3,javax packages for JAXP cannot be overridden,3/28/2001,,,
1148,Xerces-J,Build,pkuzel,RESO,FIXE,P1,nor,CVS E,resources are not included in final jar,3/29/2001,,,
1151,Batik -,GVT Text,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,TextLayout issue on Solaris,3/29/2001,,,
1154,Fop - No,pdf,zdv,CLOS,WORK,P1,nor,all,nested lists more than 3 level depth,3/29/2001,,,
1157,Xerces-J,Other,ch,RESO,LATE,P3,nor,unspe,Cannot parse Chinese,3/30/2001,,,
1161,Ant,Optional,johnson,RESO,FIXE,P1,nor,1.3,wlrun doesn't allow setting java.security.policy file outside of weblogic.system.home,3/30/2001,,,
1162,Tomcat 3,Jasper,sabyasachi_gupta,RESO,FIXE,P5,nor,3.2.1,Loads JSP files using work directory classes while original file does not exist,3/30/2001,,,
1164,Xerces-J,DOM,czhao,RESO,FIXE,P1,nor,1.3.1,"ElementNSImpl.getNamespaceURI() returns """" instead of null",3/30/2001,,,
1167,Tomcat 4,Catalina,jian.cai,RESO,WONT,P1,nor,Night,Application Startup event happen before Filter,3/30/2001,,,
1171,Fop - No,pdf,thomaso,CLOS,FIXE,P3,nor,0.17,small-caps in static content becomes all-caps,3/30/2001,"[2504, 3207]",1171,1171
1172,Tomcat 3,Unknown,Michael_S_Smith,RESO,INVA,P5,nor,3.1 F,xml.apache.org/soap-xml?,4/1/2001,,,
1174,Tomcat 3,Unknown,postmaster,RESO,WORK,P1,cri,3.2.1,Servlet hangs when sent the byte sequence (hex) FF FF FF FF,4/1/2001,,,
1175,Ant,Optional,robert.watkins,RESO,FIXE,P5,enh,1.3,Brief option for JUnit Formatter,4/1/2001,,,
1176,Tomcat 3,Webapps,jean-pascal.laux,RESO,WORK,P1,nor,3.2.1,getRealPath returns null depend on filename,4/2/2001,,,
1179,ORO,Main,Antti.Valtokari,CLOS,FIXE,P1,cri,2.0.1,Infinite loop when matching regular expression (Jakarta-ORO v2.0.1),4/2/2001,,,
1180,Fop - No,awt rend,gabor.melis,CLOS,FIXE,P1,maj,0.17,Problem with monospaced font,4/2/2001,"[3964, 10571]",1180,1180
1181,Tomcat 4,Jasper,NOS,RESO,FIXE,P1,nor,Night,Still Jasper produces charset=8859_1,4/2/2001,,,
1182,Tomcat 3,Unknown,mwollenhaupt,CLOS,REMI,P1,nor,3.2.1,Bug in EncodeURL Methode for Session Tracking w/o Cookies (URI-Rewriting),4/2/2001,[1340],1182,1182
1185,Tomcat 3,Servlet,tboyd,CLOS,REMI,P3,nor,3.2.1,Init Param Conflicts with http GET,4/2/2001,,,
1186,Tomcat 3,Servlet,tboyd,RESO,INVA,P1,nor,3.2.1,init method called twice in some instances,4/2/2001,,,
1188,Tomcat 3,Auth,dmccoy,RESO,FIXE,P3,maj,3.3 M,Form Authentication: Requesting a secured page directly results in null pointer exception,4/2/2001,,,
1191,Tomcat 3,Encoding,davidduman,RESO,WONT,P1,nor,3.2.1,IE JavaScript escaped international chars produce IllegalArgumentExceptions in RequestUtil.unUrlDecode,4/2/2001,,,
1192,Log4j -,Other,Hein.Couwet,RESO,FIXE,P1,maj,1,LocationInfo: static boolean inVisualAge - initializer is executed for each new instance,4/3/2001,,,
1193,Ant,Build Pr,Pierre.van.Rooden,RESO,INVA,P5,min,1.2,jar does not 'merge' manifest file,4/3/2001,,,
1194,Tomcat 3,Unknown,Patrick.King,RESO,WORK,P1,nor,3.1 F,org.apache.tools.ant.Main,4/3/2001,,,
1196,Ant,Optional,ehsforward,RESO,FIXE,P1,enh,1.3,"Adding a ""wait"" attribute to the <junit> task.",4/3/2001,,,
1201,Tomcat 4,Jasper,vanitha.venkatraman,RESO,INVA,P1,maj,4.0 B,Unable to pass Request Time Parameters for the XML View of JSP file,4/3/2001,,,
1202,Tomcat 4,Catalina,jhut,RESO,FIXE,P1,nor,Night,JNDI InitialContext not available in init method of load-on-startup servlets,4/3/2001,,,
1204,JMeter,Main,rmager,CLOS,FIXE,P1,enh,unspe,Need the ability to change the port number for HTTP.,4/3/2001,,,
1206,Batik -,(RFE) Re,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Add a text-search in the SVG Browser,4/3/2001,,,
1207,Tomcat 3,Jasper,david.cheong,RESO,INVA,P1,nor,3.1.1,<jsp:setProperty> not clearing bean values if form value is empty,4/3/2001,,,
1208,Ant,Core tas,akky,RESO,FIXE,P1,maj,1.3,replace tag fails on IndexOutOfBoundsException with multibytes file,4/3/2001,,,
1210,Tomcat 3,Servlet,npalombo,RESO,WONT,P3,nor,3.2.1,Names too long for generated servlets,4/4/2001,"[9248, 9326]",1210,1210
1211,Fop - No,page-mas,philippe.lavoie,CLOS,FIXE,P5,min,all,Tables are not formatted properly.,4/4/2001,,,
1213,Ant,Optional,david.ventimiglia,RESO,FIXE,P1,enh,1.3,Link compiler's used by Javac and EJBJar tasks,4/4/2001,,,
1214,Tomcat 3,Unknown,sburugula,RESO,INVA,P1,nor,Unkno,Problem when placing a tag within a block,4/4/2001,,,
1215,Ant,Core,bretttmw,RESO,INVA,P1,blo,1.3,Ant Assumes Apache User ID With No Permissions,4/4/2001,,,
1216,Ant,Core tas,jtfox,RESO,INVA,P1,maj,1.3,Bug description: Outer$Inner.class does not get into the jar,4/4/2001,,,
1217,Tomcat 3,Unknown,sshea,RESO,INVA,P1,cri,3.2 F,Windows 2000 Pro crashes when shutdown script is run.,4/4/2001,,,
1218,Tomcat 4,Unknown,dgreggs,RESO,WORK,P1,blo,Unkno,Web pages served using tomcat server cannot be accessed using Win98 client,4/4/2001,,,
1219,Tomcat 4,Catalina,jwinters,RESO,FIXE,P1,nor,4.0 B,Classloader loading application level JAR files incorrectly,4/4/2001,[1906],1219,1219
1220,XalanJ1,Xalan,krasnov,NEW,---,P3,nor,1.x,Cannot use compiled stylesheets,4/4/2001,,,
1221,Tomcat 4,Jasper,prasad.subramanian,RESO,FIXE,P1,maj,4.0 B,Conversion of JSP to XML syntax in Jasper,4/4/2001,,,
1223,Tomcat 4,Connecto,Kaz.Sasayama,RESO,FIXE,P1,nor,4.0 B,The connectors directory cannot be compiled,4/4/2001,,,
1224,Ant,Core tas,seth,RESO,WORK,P1,nor,1.3,"cvs TASK with ""dest"" PROPERTY does not work",4/4/2001,,,
1225,Xerces-J,DOM,gregor.karlinger,RESO,INVA,P1,maj,1.3.1,"The URI ""http://www.w3.org/2000/xmlns/"" is illegally required for attributes with prefix ""xmlns""",4/4/2001,,,
1228,Xerces-J,Schema-S,gregor.karlinger,RESO,FIXE,P1,maj,1.4.4,Element content of type Base64 is provided in a whitespace normalized manner,4/5/2001,,,
1230,Xerces-J,SAX,jhoward,RESO,INVA,P1,cri,1.3.1,Large XML looses text characters when parsing,4/5/2001,,,
1231,Fop - No,general,apache,CLOS,DUPL,P1,nor,all,basic-link can't link to a page-sequence element,4/5/2001,,635,635
1233,Tomcat 3,Jasper,austinj,RESO,LATE,P5,nor,3.2 F,An extra file separator in URI referencing a JSP causes JasperException,4/5/2001,,,
1234,Ant,Core tas,lec,RESO,FIXE,P3,enh,1.3,DirectoryScanner.scan throwing IllegalStateException,4/5/2001,,,
1237,Tomcat 4,Connecto,bugzilla,RESO,FIXE,P1,nor,4.0 B,org.apache.catalina.net.SSLServerSocketFactory class does not work with relative path as expected,4/5/2001,,,
1238,Batik -,SVG Rast,jbatik,RESO,FIXE,P3,maj,1.0 B,0 == 1 in opacity:0 of style attribute of rect element,4/5/2001,,,
1239,Ant,Optional,Scott_Stark,RESO,FIXE,P1,nor,1.3,JUnitTask does not include its codebase in forked command line,4/5/2001,,,
1241,Tomcat 3,Servlet,rolf.sutter,RESO,FIXE,P1,blo,3.2.1,RequestDispatcher does work with 3.1.1 but not with 3.2.1 or higher,4/6/2001,,,
1242,Fop - No,document,marc.jenzer,CLOS,FIXE,P1,nor,0.17,Error in Font-Documentation,4/6/2001,,,
1243,Fop - No,general,marc.jenzer,CLOS,FIXE,P1,nor,all,Error in org\apache\fop\apps\Options.java,4/6/2001,,,
1244,Tomcat 3,Servlet,navteniev,RESO,INVA,P1,maj,3.2.1,RequestDispatcher forward and include methods don't work,4/6/2001,,,
1245,Tomcat 4,Connecto,fred,RESO,FIXE,P3,nor,4.0 B,post doesn't seem to work with the apache connector,4/6/2001,,,
1246,Log4j -,Configur,a.roth,RESO,WORK,P1,blo,unspe,DOMConfigurator is not accepting log4j.dtd,4/6/2001,,,
1247,Tomcat 3,Jasper,Jacob.Shukert,RESO,INVA,P3,nor,3.2.1,Each useBean ID only allowed once per JSP page?,4/6/2001,,,
1248,Ant,Core tas,aspyker,RESO,FIXE,P1,enh,1.3,java task doesn't support the -jar option,4/6/2001,[1249],1248,1248
1249,Ant,Core tas,aspyker,RESO,DUPL,P1,enh,1.3,java task doesn't support the -jar option,4/6/2001,,1248,1248
1250,Log4j -,Appender,gennady_shapiro,CLOS,WONT,P5,nor,unspe,AppenderSkeleton fails,4/6/2001,,,
1252,Tomcat 3,Unknown,jph,RESO,FIXE,P3,nor,3.2.1,"Standalone HTTP server closes socket instead of giving ""Bad Request"" response (400)",4/6/2001,,,
1253,Tomcat 3,Connecto,pogo_tomcat,RESO,LATE,P1,nor,3.2.x,Frequent Connection reset by peer errors,4/6/2001,,,
1254,Ant,Optional,james,RESO,FIXE,P3,nor,1.3,EjbJar does not fail when ejbc exits with error,4/6/2001,,,
1256,Log4j -,Other,bregnvig,RESO,FIXE,P1,nor,1,The getAllAppenders returns a NullEnumeration instead of null,4/7/2001,,,
1257,Tomcat 3,Connecto,oasfour,RESO,INVA,P5,cri,3.2.1,Build of mod_jk fails with NetBSD-1.5,4/7/2001,,,
1261,Fop - No,images,sunil.gaba,CLOS,FIXE,P1,nor,all,problem with rendering of external-graphic in Fop-18,4/9/2001,,,
1263,JMeter,Main,jan.kester,CLOS,FIXE,P3,maj,unspe,jmeter 1.6 alpha looks for SSL.StaticProvider in stead of SSLStaticProvider,4/9/2001,,,
1264,JMeter,Main,jan.kester,CLOS,FIXE,P1,cri,1.5,timers control doesnt match with results,4/9/2001,,,
1265,JMeter,Main,jan.kester,CLOS,FIXE,P5,min,unspe,version 1.6 wrong link in userdocs for user_manual/Running.html,4/9/2001,,,
1271,Tomcat 3,Jasper,andy_brook,RESO,FIXE,P3,cri,3.2.x,html:select with an Iterated OPTION tag fails at >165 elements,4/9/2001,,,
1272,Tomcat 4,Catalina,vanitha.venkatraman,RESO,FIXE,P1,cri,Night,SSI functionality for the errmsg does not work,4/9/2001,,,
1273,Tomcat 3,Unknown,bbs,RESO,INVA,P1,maj,Unkno,International characters not displaying correct,4/9/2001,,,
1274,Batik -,GVT,rob,CLOS,FIXE,P1,nor,1.0 B,java compilation bugs,4/9/2001,,,
1276,Tomcat 3,Webapps,mark.russo,RESO,FIXE,P3,nor,3.2.1,jar files in WEB-INF/lib are not added to classpath,4/9/2001,,,
1277,Ant,Core tas,cholmes,RESO,FIXE,P1,enh,1.3,Apply fails when there are no input files,4/9/2001,,,
1278,Tomcat 3,Servlet,pogo_tomcat,RESO,FIXE,P3,nor,3.2.1,bad cookie causes user to be locked out,4/9/2001,,,
1280,Tomcat 3,Jasper,pogo_tomcat,RESO,FIXE,P1,cri,3.2.x,Jasper thread bug violates Servlet spec,4/9/2001,,,
1281,Tomcat 3,Unknown,kare,RESO,FIXE,P1,nor,3.3.x,Tomcat & ServletAPI Cannot build on Windows,4/9/2001,,,
1282,Tomcat 3,Encoding,kare,RESO,DUPL,P1,nor,3.3.x,Directory listing problem,4/9/2001,,875,875
1284,Ant,Optional,lec,RESO,FIXE,P3,maj,1.3,JarSigner runs out-of memory,4/10/2001,[26510],1284,1284
1290,Fop - No,general,rkiss,CLOS,FIXE,P5,nor,0.17,org.apache.fop.apps.CommandLineOptions#checkSettings() (0.18.1-DEV) throws NullPointerException,4/10/2001,,,
1292,JMeter,Main,jan.kester,CLOS,FIXE,P1,cri,unspe,version 1.6 JMeterThread calls getSampler with entry == null,4/10/2001,,,
1294,Tomcat 3,Webapps,bourfran,RESO,INVA,P1,cri,3.2.1,Tomcat 3.2.1 seems to be unstable after few hours of no activities,4/10/2001,,,
1297,JMeter,Main,fradelos,CLOS,FIXE,P1,nor,1.5,ClassCastException Testing Database in 1.6,4/10/2001,,,
1304,Ant,Core tas,boris,RESO,FIXE,P1,enh,1.4.1,Link tag for javadoc must be conditional,4/11/2001,,,
1305,Xerces-J,Core,pkuzel,VERI,FIXE,P1,maj,CVS E,XMLEntityManager does not support simple EntityResolvers,4/11/2001,,,
1307,Log4j -,Other,mathias.rupprecht,RESO,FIXE,P3,nor,1,Wrong Output of LocationInfo.getClassName() in VisualAge,4/11/2001,,,
1308,Fop - No,page-mas,mgaertner,CLOS,FIXE,P3,nor,all,error in TableBorder Width Calculation in 0.18.1,4/11/2001,,,
1309,Ant,Optional,wr0ngway,RESO,FIXE,P1,enh,1.3,Request for output to a directory in wejbjar task,4/11/2001,,,
1312,Fop - No,images,sudeep_mulki,CLOS,INVA,P1,blo,all,fo:external-graphics using 0.17.0 as well as 0.18.1,4/11/2001,,,
1313,Ant,Core tas,andyc,RESO,FIXE,P1,nor,1.3,ZIP task in ant,4/11/2001,,,
1314,Ant,Document,Daniel.Barclay,RESO,FIXE,P1,nor,1.3,wording problem in FileSet example,4/11/2001,,,
1316,Tomcat 3,Servlet,jcpage,RESO,LATE,P1,nor,3.2.1,pathinfo in error page location is not set when passing to error handler,4/11/2001,,,
1318,Fop - No,page-mas,patrick.schonckert,CLOS,FIXE,P3,nor,0.17,problems with tables (column width and when used in the xsl-after-region),4/12/2001,,,
