id,short_desc_processed,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
970,mod jk mod xslt work,Tomcat 3,Servlet,r.bakens,RESO,LATE,P1,nor,3.2.1,mod_jk and mod_xslt won't work together,3/14/2001,,,
971,fatal error transformer class find,Fop - No,general,balamurugant,CLOS,FIXE,P1,cri,0.17,FATAL ERROR: no transformer class found,3/14/2001,,,
972,element declaration child create,Xerces-J,DOM,johne,RESO,WONT,P1,nor,1.3.0,Element declaration with one child not created,3/14/2001,,,
973,java task fail pass arg class path cor,Ant,Core tas,cgay,RESO,WORK,P3,nor,1.3,Java task fails to pass args and classpath correctly,3/14/2001,,,
974,visual source safe optional task fail,Ant,Optional,paul.m.pottorff,RESO,WORK,P3,blo,1.3,Visual Source Safe Optional Task Fails Due To Malformed Commmand Line Option,3/14/2001,,,
975,problem load environment variable,Ant,Core tas,jiri_luzny,RESO,FIXE,P3,nor,1.5,Problem of loading environment variables,3/14/2001,[3520],975.0,975.0
976,null pointer exception throw call,Tomcat 3,Auth,thim,CLOS,LATE,P1,nor,3.2.1,NullPointerException thrown when calling getRemoteUser() method on the HttpRequest object.,3/14/2001,,,
977,output stream stop write receive bla,Tomcat 4,Unknown,miles,RESO,FIXE,P1,nor,4.0 B,OutputStream stops writing after receiving blank string,3/14/2001,,,
978,valid session replace forward und,Tomcat 3,Unknown,s.boleslawski,RESO,FIXE,P1,nor,3.2.1,Valid sessions are replaced during forward under WinNT as well! (compare bug 504),3/14/2001,,,
980,ejb jar allow manifest file,Ant,Optional,robert.watkins,RESO,FIXE,P1,enh,1.3,EjbJar should allow for a manifest file to be specified,3/14/2001,,,
982,dynamic specification format pattern,Taglibs,DateTime,stephen.williams,CLOS,FIXE,P3,blo,unspe,Dynamic specification on Format pattern,3/15/2001,,,
983,bug send message java mail,Tomcat 3,Jasper,bliu,RESO,INVA,P3,nor,3.2.1,Bug by sending a message with Java Mail1.3,3/15/2001,,,
984,invalid dtd task,Ant,Optional,madunphy,RESO,INVA,P5,nor,1.3,Invalid DTD for tasks,3/15/2001,,,
986,lead word boundary ignore,Regexp,Other,echid,CLOS,FIXE,P3,nor,unspe,"Leading ""\b"" word boundary is ignored",3/15/2001,[2371],986.0,986.0
987,base encode decode broken beta rc,Batik -,SVG DOM,steve_l,RESO,FIXE,P5,min,1.0 B,Base64 encode or decode broken on beta2RC5,3/15/2001,,,
988,log ignore call class,Log4j -,Configur,sridhar.gundi,RESO,INVA,P1,nor,1,log4j ignores the name of the calling class name,3/15/2001,,,
989,sax svg document factory handle non crea ti,Batik -,SVG DOM,steve_l,RESO,INVA,P1,nor,1.0 B,SAXSVGDocumentFactory should handle non creation of Sax parser,3/15/2001,,,
990,session disaster,Tomcat 3,Webapps,incze,RESO,DUPL,P1,blo,Unkno,Session disaster,3/15/2001,,723.0,723.0
991,basic authentication work mod ser,Tomcat 3,Auth,jlk,RESO,FIXE,P1,nor,3.3 M,Basic Authentication doesn't work with mod_jserv,3/15/2001,,,
995,error report parser val,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.3.0,Errors not reported by the parser for an invalid pattern match in an instance document,3/16/2001,,,
996,miss cp bat run ant,Tomcat 3,Config,Simon.Woo,RESO,INVA,P5,nor,3.2.1,Missing lcp.bat for running ANT,3/16/2001,,,
1000,dos text format cause failure ant run sh,Ant,Wrapper,Oskarian,RESO,FIXE,P1,nor,1.3,DOS text format causes failure in antRun.sh,3/16/2001,[8642],1000.0,1000.0
1001,available method ser let input stream alway,Tomcat 3,Servlet,mmanders,RESO,LATE,P1,nor,3.2.1,available() method on ServletInputStream always returns 0.,3/16/2001,,,
1002,tc seal violation bug jsp,Tomcat 4,Catalina,david,RESO,FIXE,P3,nor,Night,TC 20010314 sealing violation bug JSP,3/16/2001,,,
1003,tomcat leak memory,Tomcat 3,Servlet,orion,RESO,FIXE,P5,maj,3.2.1,Tomcat 3.2.1 leaks memory,3/16/2001,,,
1005,specify source safe database vs,Ant,Optional,jp.poulet,RESO,FIXE,P3,enh,1.3,cannot specify the sourcesafe database with VSSGET,3/17/2001,,,
1006,tomcat stand lone accumulate block thread,Tomcat 3,Unknown,tal,RESO,FIXE,P1,cri,3.2.1,Tomcat standlone accumulate blocked thread and stop responding,3/17/2001,,,
1008,possible jsp source,Tomcat 3,Unknown,alexz,RESO,DUPL,P1,cri,3.2.1,Possible to get jsp source,3/17/2001,,367.0,367.0
1010,getelementbyid fail custom cum,Xerces-J,DOM,tom.dillon,RESO,FIXE,P1,nor,1.3.0,getElementByID() fails when using custom document factory subclassing DocumentImpl,3/17/2001,,,
1011,java debug false disable debug,Ant,Core tas,cspeter,RESO,FIXE,P1,nor,1.3,<javac debug='false'> does not disable debug info generation,3/18/2001,,,
1012,incorrect xml example xml file document,Tomcat 3,Webapps,bracase,RESO,FIXE,P5,min,3.2.1,Incorrect XML in example XML file [documentation error],3/18/2001,,,
1013,bug unexpected undocumented,Xerces-J,SAX,treguy,NEW,---,P3,min,1.3.0,"not really a bug, but unexpected, undocumented beaviour !",3/18/2001,,,
1014,exec hang run command win os di,Ant,Core tas,watjb,RESO,INVA,P3,maj,1.3,Exec hangs running command on Windown OS if directory path to long,3/18/2001,[934],1014.0,934.0
1022,java task accept user option,Ant,Core tas,wieland.oliver,RESO,INVA,P5,enh,1.3,javac task should accept user options,3/19/2001,,,
1023,min max inclusive exclusive bind error,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.3.0,min/max Inclusive/Exclusive out of bound errors not reported by the parser for the datatype long,3/19/2001,,,
1024,parser raise error en co,Xerces-J,Schema-D,nddelima,CLOS,INVA,P3,nor,1.3.0,The parser does not raise an error if the encoding facet of the binary datatype has an invalid value,3/19/2001,,,
1026,hyphenation function embed ing cid,Fop - No,general,pand6029,CLOS,FIXE,P1,nor,0.17,Hyphenation nof functioning when embeding CID TT fonts,3/19/2001,,,
1027,bug tt reader,Fop - No,general,pand6029,CLOS,FIXE,P1,nor,0.17,Bugs in TTFReader,3/19/2001,,,
1028,defer trn sim pl namespace uri fix force,Xerces-J,DOM,saurik,RESO,FIXE,P3,maj,CVS E,DeferredAttrNSImpl namespaceURI fix can force null exception,3/19/2001,,,
1030,notation failure org apache regexp,Regexp,Other,duffymo,CLOS,DUPL,P3,nor,unspe,"{n,m} notation failure in org.apache.regexp.RE.match",3/19/2001,"[2487, 14689]",19329.0,306.0
1032,jd bc tag lib escape sql tag appear add tick,Taglibs,DBTags T,garrel,RESO,LATE,P1,nor,unspe,JDBC Taglib: escapeSql tag appears to add tick instead of escape character,3/19/2001,,,
1033,class cast exception load ser let,Tomcat 4,Catalina,nigel,RESO,INVA,P1,blo,4.0 B,ClassCastException when loading a servlet,3/19/2001,,,
1034,telnet properly execute command,Ant,Optional,cgay,RESO,INVA,P3,nor,1.3,Telnet is not properly executing a command,3/19/2001,,,
1035,java throw exception dk,Ant,Core tas,mvsoder,CLOS,LATE,P1,nor,1.1,javac throws exception when using JDK1.3,3/19/2001,,,
1037,override fix attribute result,Xerces-J,SAX,jodeleit,RESO,INVA,P1,nor,1.2.3,overriding #FIXED attributes does not result in parsing error,3/20/2001,,,
1038,url rewrite working cookie ena,Tomcat 3,Servlet,philippe.serenne,RESO,DUPL,P1,maj,3.2.1,URL rewriting not working when cookies not enabled on client browser,3/20/2001,,160.0,160.0
1039,domain cookie set,Tomcat 3,Servlet,philippe.serenne,RESO,LATE,P1,enh,3.2.1,Domain for cookies not set,3/20/2001,,,
1040,error ser let post method data,Tomcat 3,Unknown,werner.droege,RESO,LATE,P1,nor,3.2.1,Error in Servlet DoPost()-Methode with Data Input more than 2k,3/20/2001,,,
1041,read large file stream char,Xerces-J,Core,Mark.Donszelmann,CLOS,INVA,P1,nor,1.3.0,Reading large (>4k) files with StreamingCharReader throws ArrayIndexOutOfBoundsException,3/20/2001,,,
1042,default reader factory create reader hon,Xerces-J,Core,kcritz,NEW,---,P3,nor,1.2.3,DefaultReaderFactory.createReader does not honor EntityResolver SystemID,3/20/2001,,,
1045,tld file find relative uri,Tomcat 3,Unknown,mike.los,RESO,FIXE,P1,nor,3.2.x,tld file not found when relative uri used in taglib directive,3/20/2001,,,
1046,java doc work right,Ant,Optional,rbaker,RESO,INVA,P1,nor,1.3,Javadoc won't work right.,3/20/2001,,,
1047,schema validation crash group ha,Xerces-J,Schema-S,fgonzalez,RESO,INVA,P3,nor,1.3.0,Schema validation crashes with <all> groups having more than 8 elements,3/20/2001,,,
1048,tomcat startup script deal space,Tomcat 3,Webapps,swanve,RESO,LATE,P1,nor,3.3 F,Tomcat startup script cannot deal with spaces in paths,3/20/2001,,,
1049,jun report include optional jar file,Ant,Optional,czanelli,RESO,INVA,P1,nor,1.3,Junitreport not included in optional jarfile,3/20/2001,,,
1051,validation parser,Xerces-J,DOM,czanelli,RESO,INVA,P1,nor,1.2.3,Validation not being done by parser,3/20/2001,,,
1052,parser raise error va,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.3.0,The parser does not raise an error for an invalid enumeration values,3/20/2001,,,
1053,fix cl rf break large file,Ant,Core tas,pinchbac,RESO,FIXE,P3,maj,1.2,FixCLRF in 1.2 and 1.3 breaks on very large files,3/20/2001,,,
1054,zip archive find web lib,Tomcat 3,Unknown,jim_curry,RESO,INVA,P1,nor,3.2.1,zip archives not found in web-inf\lib,3/20/2001,,,
1055,form authentication,Tomcat 3,Auth,tom,RESO,WORK,P3,maj,3.3 M,Form Authentication,3/20/2001,,,
1056,ji kes compiler code fail unix patch,Tomcat 3,Jasper,tom,RESO,FIXE,P3,nor,3.3 M,Jikes Compiler code fails under unix -patch,3/20/2001,,,
1057,context path numeral,Tomcat 3,Jasper,tom,CLOS,LATE,P3,maj,3.3.x,Context Paths and numerals.,3/20/2001,,,
1058,ser let work,Tomcat 3,Servlet,apurva1978,RESO,INVA,P3,maj,3.2.1,Servlet Not Working,3/20/2001,,,
1059,jsp page fail compile reference la,Tomcat 3,Jasper,katkere,RESO,FIXE,P1,maj,3.3.x,JSP pages fail to compile when referencing classes from apps classloader,3/20/2001,,,
1061,xml attribute mpl patch,Xerces-J,Core,pkuzel,RESO,FIXE,P1,nor,CVS E,XMLAttributeImpl patch,3/21/2001,,,
1063,fop handle large fo file,Fop - No,general,anteusz,CLOS,LATE,P1,nor,0.17,fop does not handle large fo files,3/21/2001,"[1640, 2085, 3458, 5529, 7285, 10034, 10475, 11985, 14928, 29608, 32772, 44434, 51210]",1063.0,1063.0
1064,sax parser store xml file var,Xerces-J,SAX,anteusz,NEW,---,P3,nor,1.3.0,sax parser stores the whole xml file in a variable,3/21/2001,,,
1065,tomcat fail server welcome file index wml,Tomcat 3,Webapps,psomma,RESO,WONT,P3,nor,3.2.1,Tomcat fails to server the Welcome file index.wml,3/21/2001,[1080],1065.0,1065.0
1066,ant jun integration problem,Ant,Optional,crocker,RESO,DUPL,P1,nor,1.3,ant / junit integration problem,3/21/2001,,1613.0,1066.0
1067,exception badly form layout,Log4j -,Layout,H.Walden,CLOS,FIXE,P1,nor,unspe,Exception when using a badly formed layout,3/21/2001,,,
1070,sax parser work utf coding,Xerces-J,SAX,Peter.Qi,RESO,FIXE,P1,nor,1.3.0,SAX parser not working on UTF-16 coding.,3/21/2001,,,
1071,tutorial html find server,Tomcat 3,Unknown,seapwc,RESO,WORK,P1,nor,Unkno,tutorial.html was not found on this server.,3/21/2001,,,
1075,add central mechanism accept reject xlink,Batik -,Bridge,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Add central mechanism to accept/reject xlink:hrefs in documents.,3/21/2001,,,
1076,jd bc realm password digest encoding different,Tomcat 4,Catalina,pyuill,RESO,FIXE,P3,nor,4.0 B,JDBCRealm password digest encoding different to TC3.3,3/21/2001,,,
1077,tag library class constructor package private,Tomcat 3,Jasper,Felix.Meschberger,RESO,FIXE,P1,nor,3.2.1,TagLibrary class constructor is package private,3/22/2001,,,
1078,default sax parser namespace aware,Xerces-J,JAXP,laurent.bihanic,RESO,WONT,P1,nor,1.3.0,The default SAXParser is not namespace aware,3/22/2001,,,
1079,possible install problem,Tomcat 3,Unknown,robert,RESO,INVA,P1,blo,3.2.1,Possible Install problem.,3/22/2001,,,
1080,tomcat fail server welcome file index wml,Tomcat 3,Unknown,psomma,RESO,DUPL,P3,nor,3.2.1,Tomcat fails to server the Welcome file index.wml,3/22/2001,,1065.0,1065.0
1081,null pointer exception throw establish,Tomcat 4,Catalina,lvl,RESO,FIXE,P1,nor,Night,NullPointerException thrown while establishing new session,3/22/2001,,,
1082,class loader appear work correctly wit,Tomcat 3,Servlet,dullroar,RESO,WONT,P1,nor,3.1.1,Class loader appears not to work correctly with resource bundles,3/22/2001,,,
1084,bug append child document mpl,Xerces-J,DOM,sapbasis,RESO,FIXE,P1,nor,1.3.0,Bug when appending child to DocumentImpl,3/22/2001,,,
1085,java task use different class load,Ant,Core tas,robert.watkins,RESO,FIXE,P3,enh,1.3,java task seems to use a different class loader when forked,3/22/2001,,,
1086,use role ref user role,Tomcat 4,Webapps:,kevinj,RESO,FIXE,P1,nor,4.0 B,Cannot use role-ref in isUserInRole,3/22/2001,,,
1088,real path return null web,Tomcat 3,Webapps,muehle,RESO,INVA,P1,enh,3.2.1,"getRealPath() returns null for ""Web-inf/...""",3/23/2001,,,
1089,subtle performance bug location info class,Log4j -,Other,kr,RESO,FIXE,P1,nor,unspe,Subtle performance bug in LocationInfo class,3/23/2001,,,
1090,jsp writer mpl method find,Tomcat 3,Unknown,jdhancock,RESO,INVA,P1,nor,3.2.1,JspwriterImpl No Method Found,3/23/2001,,,
1093,race condition compilation jsp,Tomcat 3,Jasper,sven,RESO,FIXE,P1,nor,3.2.1,Race condition at compilation of JSPs.,3/23/2001,,,
1095,ver operate soap work,Xerces-J,Core,paduffy,CLOS,INVA,P1,maj,1.3.0,Ver 1.3.1 won't operate with SOAP (1.2.3 works fine),3/23/2001,[1594],1095.0,1095.0
1096,svg text tag warn ru,Fop - No,svg,bin_z,CLOS,FIXE,P1,nor,all,using <svg:text > tag will get warning when run FOP,3/23/2001,,,
1097,include xml schema find schema xm,Xerces-J,Schema-S,than,RESO,INVA,P3,maj,1.3.0,#included XML Schema not found if Schemas & XML instance are in separate directories,3/23/2001,,,
1098,tomcat look local host,Tomcat 3,Unknown,ealikadic,RESO,WONT,P5,min,3.2.1,"tomcat is looking for ""localhost""",3/23/2001,,,
1099,jp handler,Tomcat 3,Config,ealikadic,RESO,INVA,P5,enh,3.2.1,AJP13 handler,3/23/2001,,,
1105,problem font subset embedding,Fop - No,pdf,pand6029,CLOS,FIXE,P1,blo,0.17,Problems font subset embedding,3/25/2001,,,
1111,memory leak,XalanJ1,Xalan,Jacob.Friman,NEW,---,P3,maj,1.x,Memory leak in Xaan1,3/26/2001,,,
1112,dk interceptor set wrong context class loader,Tomcat 3,Servlet,Adnan.Music,CLOS,FIXE,P1,maj,3.2.1,Jdk12Interceptor sets wrong ContextClassLoader,3/26/2001,,,
1113,arg attribute run task,Ant,Optional,madunphy,RESO,INVA,P1,min,1.3,Using the args attribute in the wlrun task,3/26/2001,,,
1114,cookie expire reserve token,Tomcat 3,Unknown,tpatel,RESO,FIXE,P1,cri,3.1 F,Cookie name expires is a reserved token,3/26/2001,,,
1115,jun output,Ant,Optional,bala_chocos,RESO,INVA,P1,nor,1.3,Regarding Junit Output,3/26/2001,,,
1118,jun task problem class path nest element,Ant,Optional,martin.moorhead,RESO,DUPL,P1,nor,1.3,JUnit task problem with classpath nested element,3/26/2001,,38799.0,1118.0
1120,zip tar gz file problem,Ant,Other,aravind,RESO,FIXE,P5,nor,1.3,.zip and .tar.gz files have problems,3/26/2001,,,
1123,jasper clean start high load,Tomcat 3,Jasper,pogo_tomcat,RESO,FIXE,P1,blo,3.2.1,Jasper cannot clean start under high load,3/26/2001,,,
1124,mic task break package start,Ant,Core tas,mstover1,RESO,FIXE,P1,nor,1.3,"RMIC task breaks if package name starts with "".class""",3/26/2001,[6957],1124.0,1124.0
1125,problem rebuild option web logic ejb,Ant,Optional,david,RESO,FIXE,P1,nor,1.3,"Problem with ""rebuild"" option in Weblogic Ejb-Jar task",3/26/2001,,,
1126,bin cp bat prep end ant library user path,Ant,Build Pr,jim_stearns,RESO,WONT,P1,nor,1.3,bin\lcp.bat prepends Ant libraries to user's path,3/26/2001,,,
1127,match host server xml case,Tomcat 3,Config,andy,RESO,FIXE,P5,min,3.2.1,Name matching for Host in server.xml is case sensitive,3/27/2001,,,
1128,null pointer base markup serialize,Xerces-J,Serializ,siva,RESO,WORK,P3,maj,1.3.0,Nullpointer in BaseMarkupSerializer,3/27/2001,,,
1129,listener configure failure,Tomcat 4,Webapps:,kevinj,RESO,WONT,P3,nor,4.0 B,listeners not being configured after failure,3/27/2001,,,
1130,alignment page number citation inside,Fop - No,general,ssander,CLOS,FIXE,P1,nor,0.17,Alignment of page-number-citation inside a ToC,3/27/2001,"[5805, 5984]",1130.0,1130.0
1131,namespace node initialize namespace uri,Xerces-J,Core,pattern,RESO,FIXE,P1,maj,1.3.1,Namespace node not initialized with namespace URI,3/27/2001,,,
1134,tomcat startup fail find jp connect,Tomcat 3,Connecto,patr,RESO,INVA,P1,blo,3.1 F,Tomcat startup fails: can't find Ajp12ConnectionHandler,3/27/2001,,,
1136,problem utf hyphenation pattern,Fop - No,general,alex,CLOS,FIXE,P1,cri,0.17,Problems with UTF-8 hyphenation patterns,3/27/2001,,,
1137,problem tomcat home bin tomcat sh line,Tomcat 3,Unknown,mnelson,RESO,FIXE,P1,nor,3.3 M,"Problem in $TOMCAT_HOME/bin/tomcat.sh, at line 107.    .tomcatrc won't get picked up.",3/27/2001,,,
1138,ant run bat contain style comment,Ant,Wrapper,craig.malone,RESO,FIXE,P1,min,1.3,antRun.bat in 1.3 contains a # style comment.,3/28/2001,,,
1140,security problem url encode character,Tomcat 4,Unknown,shh,RESO,FIXE,P1,cri,4.0 B,Security problem?  URL encoded characters are not parsed in the correct order,3/28/2001,,,
1141,namespace node initialize namespace uri,Xerces-J,Core,pattern,RESO,FIXE,P1,maj,1.3.1,Namespace node not initialized with namespace URI,3/28/2001,,,
1143,set sax parser dom builder feature xp,Xerces-J,JAXP,roytman,RESO,FIXE,P1,nor,1.3.1,Setting SAXParser/DOMBuilder features via JAXP,3/28/2001,,,
1144,failure output write file,Ant,Optional,loney,RESO,FIXE,P1,nor,1.3,failure output not written to file,3/28/2001,,,
1145,jsp tag attribute setter call ap prop ria,Tomcat 4,Jasper,keytonw,RESO,INVA,P1,maj,4.0 B,JSP Tag Attribute Setters Not Called Appropriately for Non-Primitives,3/28/2001,,,
1146,java package xp override,Ant,Core,kirk,RESO,FIXE,P5,nor,1.3,javax packages for JAXP cannot be overridden,3/28/2001,,,
1148,resource include final jar,Xerces-J,Build,pkuzel,RESO,FIXE,P1,nor,CVS E,resources are not included in final jar,3/29/2001,,,
1151,text layout issue solaris,Batik -,GVT Text,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,TextLayout issue on Solaris,3/29/2001,,,
1154,nest list level depth,Fop - No,pdf,zdv,CLOS,WORK,P1,nor,all,nested lists more than 3 level depth,3/29/2001,,,
1157,parse chinese,Xerces-J,Other,ch,RESO,LATE,P3,nor,unspe,Cannot parse Chinese,3/30/2001,,,
1161,run allow set java security poli,Ant,Optional,johnson,RESO,FIXE,P1,nor,1.3,wlrun doesn't allow setting java.security.policy file outside of weblogic.system.home,3/30/2001,,,
1162,load jsp file work directory class,Tomcat 3,Jasper,sabyasachi_gupta,RESO,FIXE,P5,nor,3.2.1,Loads JSP files using work directory classes while original file does not exist,3/30/2001,,,
1164,element ns mpl namespace uri return,Xerces-J,DOM,czhao,RESO,FIXE,P1,nor,1.3.1,"ElementNSImpl.getNamespaceURI() returns """" instead of null",3/30/2001,,,
1167,application startup event happen filter,Tomcat 4,Catalina,jian.cai,RESO,WONT,P1,nor,Night,Application Startup event happen before Filter,3/30/2001,,,
1171,small cap static content cap,Fop - No,pdf,thomaso,CLOS,FIXE,P3,nor,0.17,small-caps in static content becomes all-caps,3/30/2001,"[2504, 3207]",1171.0,1171.0
1172,xml apache org soap xml,Tomcat 3,Unknown,Michael_S_Smith,RESO,INVA,P5,nor,3.1 F,xml.apache.org/soap-xml?,4/1/2001,,,
1174,ser let hang send byte sequence hex,Tomcat 3,Unknown,postmaster,RESO,WORK,P1,cri,3.2.1,Servlet hangs when sent the byte sequence (hex) FF FF FF FF,4/1/2001,,,
1175,brief option jun formatter,Ant,Optional,robert.watkins,RESO,FIXE,P5,enh,1.3,Brief option for JUnit Formatter,4/1/2001,,,
1176,real path return null depend filename,Tomcat 3,Webapps,jean-pascal.laux,RESO,WORK,P1,nor,3.2.1,getRealPath returns null depend on filename,4/2/2001,,,
1179,infinite loop match regular expression,ORO,Main,Antti.Valtokari,CLOS,FIXE,P1,cri,2.0.1,Infinite loop when matching regular expression (Jakarta-ORO v2.0.1),4/2/2001,,,
1180,problem mono spaced font,Fop - No,awt rend,gabor.melis,CLOS,FIXE,P1,maj,0.17,Problem with monospaced font,4/2/2001,"[3964, 10571]",1180.0,1180.0
1181,jasper produce char set,Tomcat 4,Jasper,NOS,RESO,FIXE,P1,nor,Night,Still Jasper produces charset=8859_1,4/2/2001,,,
1182,bug encode url method session tracking,Tomcat 3,Unknown,mwollenhaupt,CLOS,REMI,P1,nor,3.2.1,Bug in EncodeURL Methode for Session Tracking w/o Cookies (URI-Rewriting),4/2/2001,[1340],1182.0,1182.0
1185,param conflict http,Tomcat 3,Servlet,tboyd,CLOS,REMI,P3,nor,3.2.1,Init Param Conflicts with http GET,4/2/2001,,,
1186,method call twice instance,Tomcat 3,Servlet,tboyd,RESO,INVA,P1,nor,3.2.1,init method called twice in some instances,4/2/2001,,,
1188,form authentication request secure page,Tomcat 3,Auth,dmccoy,RESO,FIXE,P3,maj,3.3 M,Form Authentication: Requesting a secured page directly results in null pointer exception,4/2/2001,,,
1191,ie javascript escape international char prod,Tomcat 3,Encoding,davidduman,RESO,WONT,P1,nor,3.2.1,IE JavaScript escaped international chars produce IllegalArgumentExceptions in RequestUtil.unUrlDecode,4/2/2001,,,
1192,location info static boolean visual age,Log4j -,Other,Hein.Couwet,RESO,FIXE,P1,maj,1,LocationInfo: static boolean inVisualAge - initializer is executed for each new instance,4/3/2001,,,
1193,jar merge manifest file,Ant,Build Pr,Pierre.van.Rooden,RESO,INVA,P5,min,1.2,jar does not 'merge' manifest file,4/3/2001,,,
1194,org apache tool ant main,Tomcat 3,Unknown,Patrick.King,RESO,WORK,P1,nor,3.1 F,org.apache.tools.ant.Main,4/3/2001,,,
1196,add wait attribute jun task,Ant,Optional,ehsforward,RESO,FIXE,P1,enh,1.3,"Adding a ""wait"" attribute to the <junit> task.",4/3/2001,,,
1201,unable pass request time parameter,Tomcat 4,Jasper,vanitha.venkatraman,RESO,INVA,P1,maj,4.0 B,Unable to pass Request Time Parameters for the XML View of JSP file,4/3/2001,,,
1202,ndi initial context available meth,Tomcat 4,Catalina,jhut,RESO,FIXE,P1,nor,Night,JNDI InitialContext not available in init method of load-on-startup servlets,4/3/2001,,,
1204,nee ability change port number,JMeter,Main,rmager,CLOS,FIXE,P1,enh,unspe,Need the ability to change the port number for HTTP.,4/3/2001,,,
1206,add text search svg browser,Batik -,(RFE) Re,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Add a text-search in the SVG Browser,4/3/2001,,,
1207,jsp set property clearing bean value,Tomcat 3,Jasper,david.cheong,RESO,INVA,P1,nor,3.1.1,<jsp:setProperty> not clearing bean values if form value is empty,4/3/2001,,,
1208,replace tag fail index bound exception,Ant,Core tas,akky,RESO,FIXE,P1,maj,1.3,replace tag fails on IndexOutOfBoundsException with multibytes file,4/3/2001,,,
1210,name long generate ser let,Tomcat 3,Servlet,npalombo,RESO,WONT,P3,nor,3.2.1,Names too long for generated servlets,4/4/2001,"[9248, 9326]",1210.0,1210.0
1211,table format properly,Fop - No,page-mas,philippe.lavoie,CLOS,FIXE,P5,min,all,Tables are not formatted properly.,4/4/2001,,,
1213,link compiler java ejb jar task,Ant,Optional,david.ventimiglia,RESO,FIXE,P1,enh,1.3,Link compiler's used by Javac and EJBJar tasks,4/4/2001,,,
1214,problem place tag block,Tomcat 3,Unknown,sburugula,RESO,INVA,P1,nor,Unkno,Problem when placing a tag within a block,4/4/2001,,,
1215,ant assume apache user permission,Ant,Core,bretttmw,RESO,INVA,P1,blo,1.3,Ant Assumes Apache User ID With No Permissions,4/4/2001,,,
1216,bug description outer inner class ge,Ant,Core tas,jtfox,RESO,INVA,P1,maj,1.3,Bug description: Outer$Inner.class does not get into the jar,4/4/2001,,,
1217,windows pro crash shutdown script,Tomcat 3,Unknown,sshea,RESO,INVA,P1,cri,3.2 F,Windows 2000 Pro crashes when shutdown script is run.,4/4/2001,,,
1218,web page serve tomcat server,Tomcat 4,Unknown,dgreggs,RESO,WORK,P1,blo,Unkno,Web pages served using tomcat server cannot be accessed using Win98 client,4/4/2001,,,
1219,class loader loading application level jar file,Tomcat 4,Catalina,jwinters,RESO,FIXE,P1,nor,4.0 B,Classloader loading application level JAR files incorrectly,4/4/2001,[1906],1219.0,1219.0
1220,use compile stylesheet,XalanJ1,Xalan,krasnov,NEW,---,P3,nor,1.x,Cannot use compiled stylesheets,4/4/2001,,,
1221,conversion jsp xml syntax jasper,Tomcat 4,Jasper,prasad.subramanian,RESO,FIXE,P1,maj,4.0 B,Conversion of JSP to XML syntax in Jasper,4/4/2001,,,
1223,connector directory compile,Tomcat 4,Connecto,Kaz.Sasayama,RESO,FIXE,P1,nor,4.0 B,The connectors directory cannot be compiled,4/4/2001,,,
1224,cvs task de st property work,Ant,Core tas,seth,RESO,WORK,P1,nor,1.3,"cvs TASK with ""dest"" PROPERTY does not work",4/4/2001,,,
1225,uri http www org xmlns,Xerces-J,DOM,gregor.karlinger,RESO,INVA,P1,maj,1.3.1,"The URI ""http://www.w3.org/2000/xmlns/"" is illegally required for attributes with prefix ""xmlns""",4/4/2001,,,
1228,element content type base provide,Xerces-J,Schema-S,gregor.karlinger,RESO,FIXE,P1,maj,1.4.4,Element content of type Base64 is provided in a whitespace normalized manner,4/5/2001,,,
1230,large xml loose text character parse,Xerces-J,SAX,jhoward,RESO,INVA,P1,cri,1.3.1,Large XML looses text characters when parsing,4/5/2001,,,
1231,basic link link page sequence element,Fop - No,general,apache,CLOS,DUPL,P1,nor,all,basic-link can't link to a page-sequence element,4/5/2001,,635.0,635.0
1233,extra file separator uri reference,Tomcat 3,Jasper,austinj,RESO,LATE,P5,nor,3.2 F,An extra file separator in URI referencing a JSP causes JasperException,4/5/2001,,,
1234,directory scanner throw illegal state ex,Ant,Core tas,lec,RESO,FIXE,P3,enh,1.3,DirectoryScanner.scan throwing IllegalStateException,4/5/2001,,,
1237,org apache catalina net ssl server socket factory,Tomcat 4,Connecto,bugzilla,RESO,FIXE,P1,nor,4.0 B,org.apache.catalina.net.SSLServerSocketFactory class does not work with relative path as expected,4/5/2001,,,
1238,opacity style attribute rect,Batik -,SVG Rast,jbatik,RESO,FIXE,P3,maj,1.0 B,0 == 1 in opacity:0 of style attribute of rect element,4/5/2001,,,
1239,jun task include code base,Ant,Optional,Scott_Stark,RESO,FIXE,P1,nor,1.3,JUnitTask does not include its codebase in forked command line,4/5/2001,,,
1241,request dispatcher work,Tomcat 3,Servlet,rolf.sutter,RESO,FIXE,P1,blo,3.2.1,RequestDispatcher does work with 3.1.1 but not with 3.2.1 or higher,4/6/2001,,,
1242,error font documentation,Fop - No,document,marc.jenzer,CLOS,FIXE,P1,nor,0.17,Error in Font-Documentation,4/6/2001,,,
